site,GPS,county,date,team,permit,time,species,sample_ID,sex,age,reproductive_status,mass_g,forearm_mm,ear_mm,tragus_mm,Notes
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,PAHE,NA,M,U,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,PAHE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,PAHE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,PAHE,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,white powder
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,NA,NA,NA,NA,NA,NA,white powder
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,PAHE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,LEYE,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,LACI,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,LACI,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,PAHE,NA,F,A,NR,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,TABR,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:00,NYFE,NA,M,A,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:05,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:00,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:10,TABR,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:11,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:11,TABR,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:11,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:12,NYFE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,21:16,TABR,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,F,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Sabino_lower_dam,"32.314532, -110.311691",Cochise,28 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,NA,NYFE,NA,M,NA,NA,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,18:50,PAHE,NA,F,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,18:50,PAHE,NA,F,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,18:50,PAHE,NA,M,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:00,PAHE,NA,M,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:00,PAHE,NA,F,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:02,EPFU,NA,M,NA,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,18:58,EPFU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,18:58,COTO,NA,M,NA,NA,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:18,EPFU,NA,F,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:18,EPFU,NA,F,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:18,MYVE,NA,M,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:20,EPFU,NA,F,NA,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:30,PAHE,NA,F,NA,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:32,EPFU,NA,M,A,NA,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,19:40,EPFU,NA,M,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,20:37,LAXA,NA,M,A,NR,NA,NA,NA,NA,NA
Southwest_Research_Station,"31.883502, -109.205876",Cochise,20 September 2024,"Gena S, Mary RW, Addison L, Melanie B, Bree D",MEL AZGF,20:52,TABR,NA,M,A,NR,NA,NA,NA,NA,NA
